run_idx,prompt_id,prompt_text,seed,condition,node_type,angle,d_target,prefix,expected_file
75,S04_gouache,"Style: opaque gouache illustration, matte finish, layered flat brushstrokes, vibrant poster art. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_A,scramble,23.69,0.045,rotations_block1_vs_block6/S04_gouache_s1337_scramble_A,S04_gouache_s1337_scramble_A_00001_.png
76,S04_gouache,"Style: opaque gouache illustration, matte finish, layered flat brushstrokes, vibrant poster art. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_B,scramble,23.69,0.045,rotations_block1_vs_block6/S04_gouache_s1337_scramble_B,S04_gouache_s1337_scramble_B_00001_.png
77,S04_gouache,"Style: opaque gouache illustration, matte finish, layered flat brushstrokes, vibrant poster art. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,baseline,rotator,0.0,0.0,rotations_block1_vs_block6/S04_gouache_s4242145_baseline,S04_gouache_s4242145_baseline_00001_.png
78,S04_gouache,"Style: opaque gouache illustration, matte finish, layered flat brushstrokes, vibrant poster art. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_1_pos,rotator,23.69,0.045,rotations_block1_vs_block6/S04_gouache_s4242145_Block_1_pos,S04_gouache_s4242145_Block_1_pos_00001_.png
79,S04_gouache,"Style: opaque gouache illustration, matte finish, layered flat brushstrokes, vibrant poster art. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_1_neg,rotator,-23.69,0.045,rotations_block1_vs_block6/S04_gouache_s4242145_Block_1_neg,S04_gouache_s4242145_Block_1_neg_00001_.png
80,S04_gouache,"Style: opaque gouache illustration, matte finish, layered flat brushstrokes, vibrant poster art. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_6_pos,rotator,32.21,0.045,rotations_block1_vs_block6/S04_gouache_s4242145_Block_6_pos,S04_gouache_s4242145_Block_6_pos_00001_.png
81,S04_gouache,"Style: opaque gouache illustration, matte finish, layered flat brushstrokes, vibrant poster art. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_6_neg,rotator,-32.21,0.045,rotations_block1_vs_block6/S04_gouache_s4242145_Block_6_neg,S04_gouache_s4242145_Block_6_neg_00001_.png
82,S04_gouache,"Style: opaque gouache illustration, matte finish, layered flat brushstrokes, vibrant poster art. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_A,scramble,23.69,0.045,rotations_block1_vs_block6/S04_gouache_s4242145_scramble_A,S04_gouache_s4242145_scramble_A_00001_.png
83,S04_gouache,"Style: opaque gouache illustration, matte finish, layered flat brushstrokes, vibrant poster art. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_B,scramble,23.69,0.045,rotations_block1_vs_block6/S04_gouache_s4242145_scramble_B,S04_gouache_s4242145_scramble_B_00001_.png
84,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,baseline,rotator,0.0,0.0,rotations_block1_vs_block6/S05_pencil_s42_baseline,S05_pencil_s42_baseline_00001_.png
85,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_1_pos,rotator,23.69,0.045,rotations_block1_vs_block6/S05_pencil_s42_Block_1_pos,S05_pencil_s42_Block_1_pos_00001_.png
86,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_1_neg,rotator,-23.69,0.045,rotations_block1_vs_block6/S05_pencil_s42_Block_1_neg,S05_pencil_s42_Block_1_neg_00001_.png
87,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_6_pos,rotator,32.21,0.045,rotations_block1_vs_block6/S05_pencil_s42_Block_6_pos,S05_pencil_s42_Block_6_pos_00001_.png
88,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_6_neg,rotator,-32.21,0.045,rotations_block1_vs_block6/S05_pencil_s42_Block_6_neg,S05_pencil_s42_Block_6_neg_00001_.png
89,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_A,scramble,23.69,0.045,rotations_block1_vs_block6/S05_pencil_s42_scramble_A,S05_pencil_s42_scramble_A_00001_.png
90,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_B,scramble,23.69,0.045,rotations_block1_vs_block6/S05_pencil_s42_scramble_B,S05_pencil_s42_scramble_B_00001_.png
91,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,baseline,rotator,0.0,0.0,rotations_block1_vs_block6/S05_pencil_s1337_baseline,S05_pencil_s1337_baseline_00001_.png
92,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_1_pos,rotator,23.69,0.045,rotations_block1_vs_block6/S05_pencil_s1337_Block_1_pos,S05_pencil_s1337_Block_1_pos_00001_.png
93,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_1_neg,rotator,-23.69,0.045,rotations_block1_vs_block6/S05_pencil_s1337_Block_1_neg,S05_pencil_s1337_Block_1_neg_00001_.png
94,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_6_pos,rotator,32.21,0.045,rotations_block1_vs_block6/S05_pencil_s1337_Block_6_pos,S05_pencil_s1337_Block_6_pos_00001_.png
95,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_6_neg,rotator,-32.21,0.045,rotations_block1_vs_block6/S05_pencil_s1337_Block_6_neg,S05_pencil_s1337_Block_6_neg_00001_.png
96,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_A,scramble,23.69,0.045,rotations_block1_vs_block6/S05_pencil_s1337_scramble_A,S05_pencil_s1337_scramble_A_00001_.png
97,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_B,scramble,23.69,0.045,rotations_block1_vs_block6/S05_pencil_s1337_scramble_B,S05_pencil_s1337_scramble_B_00001_.png
98,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,baseline,rotator,0.0,0.0,rotations_block1_vs_block6/S05_pencil_s4242145_baseline,S05_pencil_s4242145_baseline_00001_.png
99,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_1_pos,rotator,23.69,0.045,rotations_block1_vs_block6/S05_pencil_s4242145_Block_1_pos,S05_pencil_s4242145_Block_1_pos_00001_.png
100,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_1_neg,rotator,-23.69,0.045,rotations_block1_vs_block6/S05_pencil_s4242145_Block_1_neg,S05_pencil_s4242145_Block_1_neg_00001_.png
101,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_6_pos,rotator,32.21,0.045,rotations_block1_vs_block6/S05_pencil_s4242145_Block_6_pos,S05_pencil_s4242145_Block_6_pos_00001_.png
102,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_6_neg,rotator,-32.21,0.045,rotations_block1_vs_block6/S05_pencil_s4242145_Block_6_neg,S05_pencil_s4242145_Block_6_neg_00001_.png
103,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_A,scramble,23.69,0.045,rotations_block1_vs_block6/S05_pencil_s4242145_scramble_A,S05_pencil_s4242145_scramble_A_00001_.png
104,S05_pencil,"Style: detailed graphite pencil drawing, fine cross-hatching, smooth shading, tonal gradients, sketchbook paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_B,scramble,23.69,0.045,rotations_block1_vs_block6/S05_pencil_s4242145_scramble_B,S05_pencil_s4242145_scramble_B_00001_.png
105,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,baseline,rotator,0.0,0.0,rotations_block1_vs_block6/S06_pastel_s42_baseline,S06_pastel_s42_baseline_00001_.png
106,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_1_pos,rotator,23.69,0.045,rotations_block1_vs_block6/S06_pastel_s42_Block_1_pos,S06_pastel_s42_Block_1_pos_00001_.png
107,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_1_neg,rotator,-23.69,0.045,rotations_block1_vs_block6/S06_pastel_s42_Block_1_neg,S06_pastel_s42_Block_1_neg_00001_.png
108,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_6_pos,rotator,32.21,0.045,rotations_block1_vs_block6/S06_pastel_s42_Block_6_pos,S06_pastel_s42_Block_6_pos_00001_.png
109,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_6_neg,rotator,-32.21,0.045,rotations_block1_vs_block6/S06_pastel_s42_Block_6_neg,S06_pastel_s42_Block_6_neg_00001_.png
110,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_A,scramble,23.69,0.045,rotations_block1_vs_block6/S06_pastel_s42_scramble_A,S06_pastel_s42_scramble_A_00001_.png
111,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_B,scramble,23.69,0.045,rotations_block1_vs_block6/S06_pastel_s42_scramble_B,S06_pastel_s42_scramble_B_00001_.png
112,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,baseline,rotator,0.0,0.0,rotations_block1_vs_block6/S06_pastel_s1337_baseline,S06_pastel_s1337_baseline_00001_.png
113,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_1_pos,rotator,23.69,0.045,rotations_block1_vs_block6/S06_pastel_s1337_Block_1_pos,S06_pastel_s1337_Block_1_pos_00001_.png
114,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_1_neg,rotator,-23.69,0.045,rotations_block1_vs_block6/S06_pastel_s1337_Block_1_neg,S06_pastel_s1337_Block_1_neg_00001_.png
115,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_6_pos,rotator,32.21,0.045,rotations_block1_vs_block6/S06_pastel_s1337_Block_6_pos,S06_pastel_s1337_Block_6_pos_00001_.png
116,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_6_neg,rotator,-32.21,0.045,rotations_block1_vs_block6/S06_pastel_s1337_Block_6_neg,S06_pastel_s1337_Block_6_neg_00001_.png
117,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_A,scramble,23.69,0.045,rotations_block1_vs_block6/S06_pastel_s1337_scramble_A,S06_pastel_s1337_scramble_A_00001_.png
118,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_B,scramble,23.69,0.045,rotations_block1_vs_block6/S06_pastel_s1337_scramble_B,S06_pastel_s1337_scramble_B_00001_.png
119,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,baseline,rotator,0.0,0.0,rotations_block1_vs_block6/S06_pastel_s4242145_baseline,S06_pastel_s4242145_baseline_00001_.png
120,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_1_pos,rotator,23.69,0.045,rotations_block1_vs_block6/S06_pastel_s4242145_Block_1_pos,S06_pastel_s4242145_Block_1_pos_00001_.png
121,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_1_neg,rotator,-23.69,0.045,rotations_block1_vs_block6/S06_pastel_s4242145_Block_1_neg,S06_pastel_s4242145_Block_1_neg_00001_.png
122,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_6_pos,rotator,32.21,0.045,rotations_block1_vs_block6/S06_pastel_s4242145_Block_6_pos,S06_pastel_s4242145_Block_6_pos_00001_.png
123,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_6_neg,rotator,-32.21,0.045,rotations_block1_vs_block6/S06_pastel_s4242145_Block_6_neg,S06_pastel_s4242145_Block_6_neg_00001_.png
124,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_A,scramble,23.69,0.045,rotations_block1_vs_block6/S06_pastel_s4242145_scramble_A,S06_pastel_s4242145_scramble_A_00001_.png
125,S06_pastel,"Style: soft chalk pastel drawing, powdery texture, smudged colors, velvety highlights, tinted paper. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_B,scramble,23.69,0.045,rotations_block1_vs_block6/S06_pastel_s4242145_scramble_B,S06_pastel_s4242145_scramble_B_00001_.png
126,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,baseline,rotator,0.0,0.0,rotations_block1_vs_block6/S07_comic_s42_baseline,S07_comic_s42_baseline_00001_.png
127,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_1_pos,rotator,23.69,0.045,rotations_block1_vs_block6/S07_comic_s42_Block_1_pos,S07_comic_s42_Block_1_pos_00001_.png
128,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_1_neg,rotator,-23.69,0.045,rotations_block1_vs_block6/S07_comic_s42_Block_1_neg,S07_comic_s42_Block_1_neg_00001_.png
129,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_6_pos,rotator,32.21,0.045,rotations_block1_vs_block6/S07_comic_s42_Block_6_pos,S07_comic_s42_Block_6_pos_00001_.png
130,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_6_neg,rotator,-32.21,0.045,rotations_block1_vs_block6/S07_comic_s42_Block_6_neg,S07_comic_s42_Block_6_neg_00001_.png
131,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_A,scramble,23.69,0.045,rotations_block1_vs_block6/S07_comic_s42_scramble_A,S07_comic_s42_scramble_A_00001_.png
132,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_B,scramble,23.69,0.045,rotations_block1_vs_block6/S07_comic_s42_scramble_B,S07_comic_s42_scramble_B_00001_.png
133,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,baseline,rotator,0.0,0.0,rotations_block1_vs_block6/S07_comic_s1337_baseline,S07_comic_s1337_baseline_00001_.png
134,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_1_pos,rotator,23.69,0.045,rotations_block1_vs_block6/S07_comic_s1337_Block_1_pos,S07_comic_s1337_Block_1_pos_00001_.png
135,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_1_neg,rotator,-23.69,0.045,rotations_block1_vs_block6/S07_comic_s1337_Block_1_neg,S07_comic_s1337_Block_1_neg_00001_.png
136,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_6_pos,rotator,32.21,0.045,rotations_block1_vs_block6/S07_comic_s1337_Block_6_pos,S07_comic_s1337_Block_6_pos_00001_.png
137,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_6_neg,rotator,-32.21,0.045,rotations_block1_vs_block6/S07_comic_s1337_Block_6_neg,S07_comic_s1337_Block_6_neg_00001_.png
138,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_A,scramble,23.69,0.045,rotations_block1_vs_block6/S07_comic_s1337_scramble_A,S07_comic_s1337_scramble_A_00001_.png
139,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_B,scramble,23.69,0.045,rotations_block1_vs_block6/S07_comic_s1337_scramble_B,S07_comic_s1337_scramble_B_00001_.png
140,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,baseline,rotator,0.0,0.0,rotations_block1_vs_block6/S07_comic_s4242145_baseline,S07_comic_s4242145_baseline_00001_.png
141,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_1_pos,rotator,23.69,0.045,rotations_block1_vs_block6/S07_comic_s4242145_Block_1_pos,S07_comic_s4242145_Block_1_pos_00001_.png
142,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_1_neg,rotator,-23.69,0.045,rotations_block1_vs_block6/S07_comic_s4242145_Block_1_neg,S07_comic_s4242145_Block_1_neg_00001_.png
143,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_6_pos,rotator,32.21,0.045,rotations_block1_vs_block6/S07_comic_s4242145_Block_6_pos,S07_comic_s4242145_Block_6_pos_00001_.png
144,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_6_neg,rotator,-32.21,0.045,rotations_block1_vs_block6/S07_comic_s4242145_Block_6_neg,S07_comic_s4242145_Block_6_neg_00001_.png
145,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_A,scramble,23.69,0.045,rotations_block1_vs_block6/S07_comic_s4242145_scramble_A,S07_comic_s4242145_scramble_A_00001_.png
146,S07_comic,"Style: classic western comic book art, dynamic ink inking, halftones, benday dots, cel shading. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_B,scramble,23.69,0.045,rotations_block1_vs_block6/S07_comic_s4242145_scramble_B,S07_comic_s4242145_scramble_B_00001_.png
147,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,baseline,rotator,0.0,0.0,rotations_block1_vs_block6/S08_papercraft_s42_baseline,S08_papercraft_s42_baseline_00001_.png
148,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_1_pos,rotator,23.69,0.045,rotations_block1_vs_block6/S08_papercraft_s42_Block_1_pos,S08_papercraft_s42_Block_1_pos_00001_.png
149,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_1_neg,rotator,-23.69,0.045,rotations_block1_vs_block6/S08_papercraft_s42_Block_1_neg,S08_papercraft_s42_Block_1_neg_00001_.png
150,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_6_pos,rotator,32.21,0.045,rotations_block1_vs_block6/S08_papercraft_s42_Block_6_pos,S08_papercraft_s42_Block_6_pos_00001_.png
151,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_6_neg,rotator,-32.21,0.045,rotations_block1_vs_block6/S08_papercraft_s42_Block_6_neg,S08_papercraft_s42_Block_6_neg_00001_.png
